model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@10,hit@20,hit@30,hit@50,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
BAAI/bge-m3,baseline,-,83,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441260 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,84,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,85,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441260 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,86,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,87,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441261 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,88,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441261 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,89,IfcMember Brettschichtholz,3- und 5-Schicht Massivholzplatte | Balkenschichtholz | Brettschichtholz | Brettsperrholz | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,3- und 5-Schicht Massivholzplatte | Balkenschichtholz | Brettschichtholz | Brettsperrholz | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich,6,Brettschichtholz,0.803201,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.761887,0.633333,0.666667,Brettschichtholz | Balkenschichtholz | Brettsperrholz | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Hartbeton einschichtig | Messing-/Baubronzeblech | Hartbeton zweischichtig | Furniersperrholz | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt,0.803201 | 0.619396 | 0.578223 | 0.543427 | 0.497015 | 0.492149 | 0.486127 | 0.471416 | 0.471004 | 0.458842
BAAI/bge-m3,baseline,-,90,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441261 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,91,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,92,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441260 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,93,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,94,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441260 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,95,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,96,IfcMember Stahl,Armierungsstahl,Armierungsstahl,1,Stahlblech blank,0.532548,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.430677,0.250000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,97,IfcMember Litze,Armierungsstahl,Armierungsstahl,1,Phenolharz PF,0.415081,57,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Messing-/Baubronzeblech | Brettschichtholz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Hartbeton einschichtig | Hartbeton zweischichtig | Brettsperrholz | Holzwolle-Leichtbauplatte zementgebunden,0.415081 | 0.396416 | 0.395491 | 0.389091 | 0.385114 | 0.369591 | 0.369001 | 0.354087 | 0.353563 | 0.351064
BAAI/bge-m3,baseline,-,98,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,99,IfcMember Beton C30/37,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.517863,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Magerbeton | Tiefgründung Vorgefertigter Betonpfahl | Bohrpfahlbeton | Dichtungsbahn bituminös | Betonziegel | Glasfaserbeton | Hartbeton zweischichtig,0.517863 | 0.517481 | 0.492310 | 0.488330 | 0.472765 | 0.471433 | 0.469217 | 0.462986 | 0.462060 | 0.456774
BAAI/bge-m3,baseline,-,100,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,101,IfcMember Stahl,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Stahlblech blank,0.532548,3,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.333333,0.570642,0.416667,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,102,IfcMember Litze,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Phenolharz PF,0.415081,57,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Messing-/Baubronzeblech | Brettschichtholz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Hartbeton einschichtig | Hartbeton zweischichtig | Brettsperrholz | Holzwolle-Leichtbauplatte zementgebunden,0.415081 | 0.396416 | 0.395491 | 0.389091 | 0.385114 | 0.369591 | 0.369001 | 0.354087 | 0.353563 | 0.351064
BAAI/bge-m3,baseline,-,103,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532548,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,104,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441260 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,105,IfcMember Holz,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,Konstruktionsvollholz | Massivholz Buche Eiche kammergetrocknet gehobelt | Massivholz Buche Eiche kammergetrocknet rau | Massivholz Buche Eiche luftgetrocknet rau | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau,7,Brettschichtholz,0.461930,4,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.250000,0.307921,0.144558,0.428571,Brettschichtholz | Balkenschichtholz | Phenolharz PF | Konstruktionsvollholz | 3- und 5-Schicht Massivholzplatte | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Messing-/Baubronzeblech | Bohrpfahlbeton | Tiefbaubeton,0.461930 | 0.461841 | 0.441261 | 0.428530 | 0.423967 | 0.412966 | 0.407386 | 0.404769 | 0.404330 | 0.403785
BAAI/bge-m3,baseline,-,106,IfcMember Stahl,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,Stahlprofil blank | Stahlblech blank | Stahlblech verzinkt,3,Stahlblech blank,0.532547,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532547 | 0.529669 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,107,IfcMember Litze,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Phenolharz PF,0.415081,57,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Messing-/Baubronzeblech | Brettschichtholz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Hartbeton einschichtig | Hartbeton zweischichtig | Brettsperrholz | Holzwolle-Leichtbauplatte zementgebunden,0.415081 | 0.396416 | 0.395491 | 0.389091 | 0.385114 | 0.369591 | 0.369001 | 0.354087 | 0.353563 | 0.351064
BAAI/bge-m3,baseline,-,108,IfcMember Stahl,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Stahlblech blank,0.532548,3,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.333333,0.570642,0.416667,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,109,IfcMember Litze,Stahlprofil blank | Armierungsstahl,Stahlprofil blank | Armierungsstahl,2,Phenolharz PF,0.415081,57,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Phenolharz PF | Messing-/Baubronzeblech | Brettschichtholz | Massivholz Fichte Tanne Lärche luftgetrocknet gehobelt | Massivholz Fichte Tanne Lärche kammergetrocknet gehobelt | Massivholz Fichte Tanne Lärche luftgetrocknet rau | Hartbeton einschichtig | Hartbeton zweischichtig | Brettsperrholz | Holzwolle-Leichtbauplatte zementgebunden,0.415081 | 0.396416 | 0.395491 | 0.389091 | 0.385114 | 0.369591 | 0.369001 | 0.354087 | 0.353563 | 0.351064
BAAI/bge-m3,baseline,-,110,IfcMember Stahl,Stahlprofil blank,Stahlprofil blank,1,Stahlblech blank,0.532548,3,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Stahlblech blank | Stahlblech verzinkt | Stahlprofil blank | Armierungsstahl | Chromnickelstahlblech verzinnt | Chromnickelstahlblech blank | Chromstahlblech blank | Chromstahlblech verzinnt | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl,0.532548 | 0.529670 | 0.521165 | 0.459808 | 0.408197 | 0.407327 | 0.407225 | 0.405729 | 0.390548 | 0.387202
BAAI/bge-m3,baseline,-,111,IfcMember Aluminium,Aluminiumblech blank | Aluminiumprofil blank,Aluminiumblech blank | Aluminiumprofil blank,2,Aluminiumprofil blank,0.547473,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Aluminiumprofil blank | Aluminiumblech blank | Bitumenemulsion | Messing-/Baubronzeblech | Tiefbaubeton | 2-Komponenten Klebstoff | Betonfertigteil hochfest | Magerbeton | Armierungsstahl | Konstruktionsvollholz,0.547473 | 0.536206 | 0.478540 | 0.472643 | 0.471230 | 0.469996 | 0.449561 | 0.445229 | 0.440761 | 0.437529
BAAI/bge-m3,baseline,-,112,IfcPavement Asphalt,Gussasphalt,Gussasphalt,1,Bohrpfahlbeton,0.514966,53,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Faserzementplatte | Tiefbaubeton | Hartbeton zweischichtig | Hartbeton einschichtig | Polycarbonat PC | Magerbeton | Gipsfaserplatte | 2-Komponenten Klebstoff | Tiefgründung Vorgefertigter Betonpfahl,0.514966 | 0.510590 | 0.507457 | 0.504549 | 0.503803 | 0.495001 | 0.489658 | 0.480052 | 0.478628 | 0.477676
BAAI/bge-m3,baseline,-,113,IfcPavement Walzasphalt,Gussasphalt,Gussasphalt,1,Phenolharz PF,0.522803,2,False,0.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Phenolharz PF | Gussasphalt | Faserzementplatte | Balkenschichtholz | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Hartbeton einschichtig | Bohrpfahlbeton | Messing-/Baubronzeblech | Kalksandstein | Hartbeton zweischichtig,0.522803 | 0.520596 | 0.497411 | 0.453013 | 0.446736 | 0.444466 | 0.441669 | 0.441322 | 0.439015 | 0.438936
