model,pipeline_variant,cross_encoder_model,query_id,query,relevant_input,relevant_resolved,relevant_count,predicted_top1,predicted_top1_score,expected_rank,top1_correct,hit@1,hit@5,hit@10,mrr@10,ndcg@10,map@10,recall@10,top10_materials,top10_scores
google/embeddinggemma-300m,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Baugrubensicherung Schlitzwand 800,0.450090,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Baugrubensicherung Schlitzwand 800 | Blei | Backstein | Gusseisen | Baugrubensicherung Schlitzwand 400 | Bohrpfahlbeton | Bitumenemulsion | Sand | Betonziegel | Tiefbaubeton,0.450090 | 0.423244 | 0.418893 | 0.411877 | 0.409277 | 0.401349 | 0.395411 | 0.395065 | 0.390625 | 0.383610
sentence-transformers/distiluse-base-multilingual-cased-v2,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Bohrpfahlbeton | Betonziegel | Gusseisen | Hartbeton einschichtig | Heissbitumen | Gussasphalt | Kalksandstein | Backstein,1.000000 | 0.594199 | 0.588007 | 0.568093 | 0.518515 | 0.500304 | 0.491212 | 0.484359 | 0.458208 | 0.455209
sentence-transformers/distiluse-base-multilingual-cased-v2,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Gipsfaserplatte,0.615503,83,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gipsfaserplatte | Glasfaserbeton | Tiefbaubeton | Hartfaserplatte | Betonziegel | Bohrpfahlbeton | Bitumenemulsion | Silicon-Fugenmasse | Phenolharz PF | Faserzementplatte,0.615503 | 0.611005 | 0.589289 | 0.558759 | 0.532266 | 0.529123 | 0.517148 | 0.516850 | 0.507571 | 0.505598
sentence-transformers/distiluse-base-multilingual-cased-v2,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Bohrpfahlbeton,0.536370,54,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Glasfaserbeton | Bitumenemulsion | Brettschichtholz | Tiefbaubeton | Polyethylen PE | Baugrubensicherung Schlitzwand 400 | Polystyrol PS | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900,0.536370 | 0.527201 | 0.508315 | 0.504358 | 0.504288 | 0.503697 | 0.501061 | 0.500830 | 0.500704 | 0.500548
sentence-transformers/distiluse-base-multilingual-cased-v2,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Gusseisen,0.570458,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Gusseisen | Hartbeton einschichtig | Tiefbaubeton | Betonziegel | Blei | Glasfaserbeton | Backstein | Messing-/Baubronzeblech | Betonfertigteil hochfest | Bitumenemulsion,0.570458 | 0.557184 | 0.555714 | 0.553835 | 0.543556 | 0.541431 | 0.536488 | 0.535686 | 0.524801 | 0.524358
sentence-transformers/distiluse-base-multilingual-cased-v2,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Glasfaserbeton,0.672347,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Glasfaserbeton | Tiefbaubeton | Magerbeton | Polycarbonat PC | Betonfertigteil hochfest | Bohrpfahlbeton | Kautschukdichtungsmasse | Gusseisen | Betonfertigteil normalfest | Polyethylen PE,0.672347 | 0.578730 | 0.549684 | 0.539556 | 0.536433 | 0.524238 | 0.523805 | 0.522063 | 0.519843 | 0.519652
sentence-transformers/distiluse-base-multilingual-cased-v2,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Glasfaserbeton,0.590980,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Glasfaserbeton | Tiefbaubeton | Bohrpfahlbeton | Betonfertigteil hochfest | Betonfertigteil normalfest | Furniersperrholz | Polyethylen PE | Kautschukdichtungsmasse | Polypropylen PP | Hartbeton einschichtig,0.590980 | 0.581592 | 0.568481 | 0.550651 | 0.534606 | 0.528615 | 0.527492 | 0.524779 | 0.519278 | 0.517600
sentence-transformers/distiluse-base-multilingual-cased-v2,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Hartbeton einschichtig | Bohrpfahlbeton | Kalksandstein | Kalksteinplatte | Betonziegel | Hartbeton zweischichtig | Gussasphalt | Glasfaserbeton,0.731020 | 0.593099 | 0.524506 | 0.523429 | 0.521197 | 0.518333 | 0.512402 | 0.511883 | 0.509534 | 0.509349
sentence-transformers/distiluse-base-multilingual-cased-v2,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Gusseisen,0.511391,83,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Gusseisen | Phenolharz PF | Polystyrol PS | Polypropylen PP | Silicon-Fugenmasse | Polyurethan PUR PIR | Gussasphalt | Gipsfaserplatte | Heissbitumen | Polysulfiddichtungsmasse,0.511391 | 0.507854 | 0.504818 | 0.504043 | 0.503925 | 0.503319 | 0.502546 | 0.502328 | 0.501812 | 0.501495
kforth/IfcMaterial2MP,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.533180,16,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Dichtungsbahn Polyolefin FPO | Phenolharz PF | Baugrubensicherung Schlitzwand 400 | Polyvinylchlorid PVC | Polystyrol extrudiert XPS | 2K-Fliessbelag Epoxidharz | Dichtungsbahn Gummi EPDM | Baugrubensicherung Schlitzwand 800 | Polystyrol PS | Blei,0.533180 | 0.512301 | 0.484039 | 0.471278 | 0.457841 | 0.456214 | 0.452006 | 0.449233 | 0.445074 | 0.441924
kforth/IfcMaterial2MP,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.714175,3,False,0.000000,1.000000,1.000000,0.333333,0.500000,0.333333,1.000000,Betonziegel | Betonfertigteil normalfest | Tiefbaubeton | Bohrpfahlbeton | Tiefgründung Vorgefertigter Betonpfahl | Betonfertigteil hochfest | Kalksteinplatte | Backstein | Sand | Stahlprofil blank,0.714175 | 0.636484 | 0.623745 | 0.620969 | 0.588466 | 0.560580 | 0.521632 | 0.506883 | 0.506489 | 0.505202
kforth/IfcMaterial2MP,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Betonziegel,0.624010,21,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Betonziegel | Polyethylen PE | Bohrpfahlbeton | Polyvinylchlorid PVC | Polypropylen PP | Polyethylenvlies PE | Polyurethan PUR PIR | Dichtungsbahn Polyolefin FPO | Phenolharz PF | Armierungsstahl,0.624010 | 0.623938 | 0.611731 | 0.608231 | 0.608132 | 0.598858 | 0.592895 | 0.592245 | 0.589094 | 0.577131
kforth/IfcMaterial2MP,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Phenolharz PF,0.624123,4,False,0.000000,1.000000,1.000000,0.250000,0.430677,0.250000,1.000000,Phenolharz PF | Dichtungsbahn Polyolefin FPO | Betonziegel | Bohrpfahlbeton | Polyvinylchlorid PVC | Polyethylenvlies PE | Polyethylen PE | Polyurethan PUR PIR | Polypropylen PP | Polystyrol extrudiert XPS,0.624123 | 0.623401 | 0.603695 | 0.600258 | 0.594083 | 0.589567 | 0.586894 | 0.582256 | 0.573024 | 0.566425
kforth/IfcMaterial2MP,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Glasfaserbeton | Faserzementplatte | Heissbitumen | Polycarbonat PC | Dichtungsbahn Polyolefin FPO | Dichtungsbahn bituminös | Gipskartonplatte | Natursteinplatte poliert | Dichtungsbahn Gummi EPDM,1.000000 | 0.639757 | 0.546980 | 0.529954 | 0.524650 | 0.517117 | 0.513238 | 0.513192 | 0.502616 | 0.501554
kforth/IfcMaterial2MP,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Kraftpapier,0.648083,71,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Kraftpapier | Polysulfiddichtungsmasse | Polystyrol PS | Polyurethan PUR PIR | Kautschukdichtungsmasse | Polycarbonat PC | Dichtungsbahn Gummi EPDM | 2-Komponenten Klebstoff | Dichtungsbahn bituminös | Dichtungsbahn Polyolefin FPO,0.648083 | 0.616356 | 0.573765 | 0.573374 | 0.571600 | 0.562112 | 0.552814 | 0.550679 | 0.549541 | 0.546645
kforth/IfcMaterial2MP,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Polyethylenvlies PE,0.517435,30,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Polyethylenvlies PE | Polyvinylchlorid PVC | Acrylnitril-Butadien-Styrol ABS | Polyethylen PE | Dichtungsbahn bituminös | Polyurethan PUR PIR | Polyethylenfolie PE | Polycarbonat PC | Betonfertigteil hochfest | Baugrubensicherung Schlitzwand 400,0.517435 | 0.510513 | 0.506683 | 0.503697 | 0.502304 | 0.502219 | 0.501561 | 0.501295 | 0.501144 | 0.501061
kforth/IfcMaterial2MP,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.555714,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Betonziegel | Backstein | Hartbeton zweischichtig | Polyethylen PE | Betonfertigteil hochfest | Bohrpfahlbeton | Polyethylenvlies PE | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Kalksteinplatte,0.555714 | 0.553835 | 0.536488 | 0.530112 | 0.528780 | 0.524801 | 0.517411 | 0.514191 | 0.508978 | 0.508814
kforth/IfcMaterial2MP,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Tiefbaubeton,0.578730,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Tiefbaubeton | Polysulfiddichtungsmasse | Polycarbonat PC | Betonfertigteil hochfest | Bohrpfahlbeton | Betonfertigteil normalfest | Polyethylen PE | Hartbeton zweischichtig | Hartbeton einschichtig | Polyethylenvlies PE,0.578730 | 0.545429 | 0.539556 | 0.536433 | 0.524238 | 0.519843 | 0.519652 | 0.516805 | 0.516737 | 0.513723
kforth/IfcMaterial2MP,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Bohrpfahlbeton,0.568481,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Bohrpfahlbeton | Betonfertigteil hochfest | Polycarbonat PC | Betonfertigteil normalfest | Polyethylen PE | Polypropylen PP | Polyethylenvlies PE | Polyethylenfolie PE | Konstruktionsvollholz | Polyvinylchlorid PVC,0.568481 | 0.550651 | 0.537346 | 0.534607 | 0.527492 | 0.519278 | 0.516005 | 0.515031 | 0.513365 | 0.512518
kforth/IfcMaterial2MP,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Kalksandstein | Natursteinplatte poliert | Kalksteinplatte | Natursteinplatte geschnitten | Glasfaserbeton | Faserzementplatte | Natursteinplatte geschliffen | Furniersperrholz | Hartsandsteinplatte,0.731020 | 0.521197 | 0.519150 | 0.518333 | 0.512036 | 0.509349 | 0.509117 | 0.508302 | 0.506161 | 0.505492
kforth/IfcMaterial2MP,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Polyvinylchlorid PVC,0.527387,71,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Polyvinylchlorid PVC | Kraftpapier | Phenolharz PF | Polystyrol PS | Polycarbonat PC | 2-Komponenten Klebstoff | Polyurethan PUR PIR | Acrylnitril-Butadien-Styrol ABS | Gipsfaserplatte | Magerbeton,0.527387 | 0.511392 | 0.507854 | 0.504818 | 0.504390 | 0.503964 | 0.503319 | 0.502428 | 0.502328 | 0.501515
kforth/IfcElement2ConstructionSets,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Kalksteinplatte,0.981718,58,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Kalksteinplatte | Kalksandstein | Gusseisen | Kies gebrochen | Stahlprofil blank | Tiefbaubeton | Betonziegel | Aluminiumprofil blank | Stahlblech verzinkt | Magerbeton,0.981718 | 0.981398 | 0.977506 | 0.971708 | 0.971675 | 0.968836 | 0.966789 | 0.963681 | 0.962658 | 0.959533
kforth/IfcElement2ConstructionSets,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Sand,0.998799,74,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Sand | Blei | Kraftpapier | Rundkies | Backstein | 2-Komponenten Klebstoff | Hartbeton zweischichtig | Baukleber Einbettmörtel mineralisch | Polyester UP glasfaserverstärkt | Baukleber Einbettmörtel organisch,0.998799 | 0.732898 | 0.730125 | 0.727785 | 0.726058 | 0.584134 | 0.559955 | 0.545711 | 0.527744 | 0.527439
kforth/IfcElement2ConstructionSets,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Aluminiumblech blank,0.983957,39,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Aluminiumblech blank | Glasfaserbeton | Polystyrol PS | Betonfertigteil normalfest | Gipsfaserplatte | Gipskartonplatte | Betonfertigteil hochfest | Polyethylen PE | Natursteinplatte poliert | Stahlblech blank,0.983957 | 0.982701 | 0.978892 | 0.978273 | 0.977905 | 0.977192 | 0.974878 | 0.972782 | 0.971514 | 0.968298
kforth/IfcElement2ConstructionSets,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Polystyrol PS,0.995242,31,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Polystyrol PS | Aluminiumblech blank | Stahlblech blank | Gussasphalt | Hartsandsteinplatte | Hartfaserplatte | Glasfaserbeton | Betonfertigteil hochfest | Gipskartonplatte | Gipsfaserplatte,0.995242 | 0.993001 | 0.989891 | 0.984879 | 0.984720 | 0.980647 | 0.969519 | 0.968638 | 0.962723 | 0.954732
kforth/IfcElement2ConstructionSets,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Betonziegel | Stahlprofil blank | Aluminiumprofil blank | Stahlblech verzinkt | Tiefbaubeton | Kies gebrochen | Kalksteinplatte | Kalksandstein | Gusseisen,1.000000 | 0.983925 | 0.978337 | 0.978003 | 0.976894 | 0.973190 | 0.972180 | 0.954196 | 0.944629 | 0.936305
kforth/IfcElement2ConstructionSets,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Plexiglas PMMA Acrylglas,0.979958,7,False,0.000000,0.000000,1.000000,0.142857,0.333333,0.142857,1.000000,Plexiglas PMMA Acrylglas | 3- und 5-Schicht Massivholzplatte | Dichtungsbahn Polyolefin FPO | Baugrubensicherung Spundwand verankert | Polyethylenvlies PE | Natursteinplatte geschnitten | 2K-Fliessbelag Epoxidharz | Chromstahlblech blank | Kautschukdichtungsmasse | Polyethylenfolie PE,0.979958 | 0.978453 | 0.976631 | 0.976429 | 0.975475 | 0.971868 | 0.970475 | 0.970334 | 0.969427 | 0.967731
kforth/IfcElement2ConstructionSets,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Glasfaserbeton,0.527202,58,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Glasfaserbeton | Tiefbaubeton | Polyethylen PE | Hartfaserplatte | Polycarbonat PC | Betonfertigteil hochfest | Gipsfaserplatte | Betonfertigteil normalfest | Polystyrol PS | Polypropylen PP,0.527202 | 0.504288 | 0.503697 | 0.502481 | 0.501295 | 0.501144 | 0.501120 | 0.500908 | 0.500830 | 0.500699
kforth/IfcElement2ConstructionSets,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Hartbeton einschichtig,0.557184,74,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Hartbeton einschichtig | Blei | Backstein | Hartbeton zweischichtig | Polysulfiddichtungsmasse | Tiefgründung Ortbetonbohrpfahl 1200 | Polyvinylchlorid PVC | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Sand,0.557184 | 0.543556 | 0.536488 | 0.530112 | 0.508871 | 0.506753 | 0.506090 | 0.505689 | 0.503973 | 0.503617
kforth/IfcElement2ConstructionSets,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Glasfaserbeton,0.672347,39,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Glasfaserbeton | Magerbeton | Polycarbonat PC | Betonfertigteil hochfest | Bohrpfahlbeton | Gusseisen | Betonfertigteil normalfest | Polyethylen PE | Furniersperrholz | Konstruktionsvollholz,0.672347 | 0.549684 | 0.539556 | 0.536433 | 0.524238 | 0.522063 | 0.519843 | 0.519652 | 0.514045 | 0.513640
kforth/IfcElement2ConstructionSets,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Glasfaserbeton,0.590980,31,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Glasfaserbeton | Tiefbaubeton | Betonfertigteil hochfest | Polycarbonat PC | Betonfertigteil normalfest | Polyethylen PE | Hartfaserplatte | Magerbeton | Polypropylen PP | Betonziegel,0.590980 | 0.581592 | 0.550651 | 0.537346 | 0.534607 | 0.527492 | 0.523439 | 0.519710 | 0.519278 | 0.511325
kforth/IfcElement2ConstructionSets,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Tiefbaubeton | Betonfertigteil hochfest | Kalksandstein | Natursteinplatte poliert | Kalksteinplatte | Betonziegel | Gussasphalt | Glasfaserbeton | Betonfertigteil normalfest,0.731020 | 0.593099 | 0.536953 | 0.521197 | 0.519150 | 0.518333 | 0.512402 | 0.509534 | 0.509349 | 0.509277
kforth/IfcElement2ConstructionSets,reranked,BAAI/bge-reranker-v2-m3,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Acrylnitril-Butadien-Styrol ABS,0.502428,6,False,0.000000,0.000000,1.000000,0.166667,0.356207,0.166667,1.000000,Acrylnitril-Butadien-Styrol ABS | Heissbitumen | Plexiglas PMMA Acrylglas | Polystyrol extrudiert XPS | Kautschukdichtungsmasse | 2K-Fliessbelag Epoxidharz | Polyethylenvlies PE | Polyethylenfolie PE | Polystyrol expandiert EPS | Dichtungsbahn Polyolefin FPO,0.502428 | 0.501812 | 0.501276 | 0.501224 | 0.501082 | 0.500951 | 0.500929 | 0.500801 | 0.500773 | 0.500612
google-bert/bert-base-german-cased,baseline,-,0,B500B,Armierungsstahl,Armierungsstahl,1,Dichtungsbahn Polyolefin FPO,0.800322,26,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Dichtungsbahn bituminös | Baugrubensicherung Schlitzwand 400 | Baugrubensicherung Schlitzwand 800 | Polystyrol PS | Baugrubensicherung Rühlwand verankert | 2-Komponenten Klebstoff,0.800322 | 0.793582 | 0.737593 | 0.734152 | 0.720598 | 0.720025 | 0.716414 | 0.713923 | 0.712045 | 0.711247
google-bert/bert-base-german-cased,baseline,-,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Backstein,0.831910,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Backstein | Tiefbaubeton | Sand | Betonziegel | Bohrpfahlbeton | Betonfertigteil normalfest | Kalksteinplatte | Brettschichtholz | Armierungsstahl | Glasfaserbeton,0.831910 | 0.829427 | 0.811153 | 0.807244 | 0.803398 | 0.791692 | 0.788429 | 0.776660 | 0.774951 | 0.769121
google-bert/bert-base-german-cased,baseline,-,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Dichtungsbahn Gummi EPDM,0.859744,59,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Dichtungsbahn Gummi EPDM | Dichtungsbahn Polyolefin FPO | Polyurethan PUR PIR | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Polyethylenvlies PE | Tiefgründung Vorgefertigter Betonpfahl,0.859744 | 0.851058 | 0.830754 | 0.827130 | 0.822400 | 0.821638 | 0.821539 | 0.821475 | 0.802133 | 0.795414
google-bert/bert-base-german-cased,baseline,-,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Dichtungsbahn Polyolefin FPO,0.863296,45,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Tiefgründung Ortbetonverdrängungspfahl 660/580 | Polyurethan PUR PIR | Tiefgründung Ortbetonverdrängungspfahl 560/480 | Tiefgründung Ortbetonbohrpfahl 1200 | Tiefgründung Ortbetonbohrpfahl 900 | Tiefgründung Ortbetonbohrpfahl 700 | Silicon-Fugenmasse | Polyethylenvlies PE,0.863296 | 0.858469 | 0.833551 | 0.830450 | 0.822161 | 0.811254 | 0.810657 | 0.810056 | 0.801738 | 0.798938
google-bert/bert-base-german-cased,baseline,-,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,1.000000,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Dichtungsbahn Polyolefin FPO | Dichtungsbahn Gummi EPDM | Glasfaserbeton | Rundkies | Tiefgründung Rüttelstopfsäule | Sand | Massivholz Buche Eiche kammergetrocknet rau | Silicon-Fugenmasse | Tiefgründung Mikrobohrpfahl,1.000000 | 0.777292 | 0.762825 | 0.762515 | 0.752312 | 0.750775 | 0.738416 | 0.736922 | 0.736749 | 0.733696
google-bert/bert-base-german-cased,baseline,-,5,Flüssigkunststoff,2K-Fliessbelag Epoxidharz,2K-Fliessbelag Epoxidharz,1,Polystyrol PS,0.826049,15,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Polystyrol PS | Kraftpapier | Polyethylenvlies PE | Polyethylenfolie PE | Spanplatte Harnstoff-Formaldehyd-gebunden Trockenbereich | Sperrholz Multiplex Harnstoff-Formaldehyd-gebunden Trockenbereich | Mitteldichte Faserplatte MDF Harnstoff-Formaldehyd-gebunden | Polyethylen PE | Gussasphalt | 2-Komponenten Klebstoff,0.826049 | 0.825741 | 0.824478 | 0.811034 | 0.807904 | 0.807843 | 0.804957 | 0.803678 | 0.799777 | 0.799627
google-bert/bert-base-german-cased,reranked,BAAI/bge-reranker-v2-m3,0,B500B,Armierungsstahl,Armierungsstahl,1,Polyethylenvlies PE,0.517435,29,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Polyethylenvlies PE | Bitumenemulsion | Dichtungsbahn bituminös | Polyurethan PUR PIR | Baugrubensicherung Schlitzwand 400 | Polystyrol PS | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900 | Baugrubensicherung Bohrpfahlwand verankert | Tiefgründung Ortbetonbohrpfahl 1200,0.517435 | 0.508315 | 0.502304 | 0.502219 | 0.501061 | 0.500830 | 0.500704 | 0.500548 | 0.500491 | 0.500487
google-bert/bert-base-german-cased,reranked,BAAI/bge-reranker-v2-m3,1,Beton,Tiefbaubeton,Tiefbaubeton,1,Hartbeton einschichtig,0.557184,2,False,0.000000,1.000000,1.000000,0.500000,0.630930,0.500000,1.000000,Hartbeton einschichtig | Tiefbaubeton | Betonziegel | Blei | Glasfaserbeton | Backstein | Natursteinplatte geschnitten | Hartbeton zweischichtig | Betonfertigteil hochfest | Konstruktionsvollholz,0.557184 | 0.555714 | 0.553835 | 0.543556 | 0.541431 | 0.536488 | 0.531757 | 0.530112 | 0.524801 | 0.518222
google-bert/bert-base-german-cased,reranked,BAAI/bge-reranker-v2-m3,2,Beton NPK G,Tiefbaubeton,Tiefbaubeton,1,Bohrpfahlbeton,0.524238,59,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Bohrpfahlbeton | Polyethylen PE | Polyethylenvlies PE | Konstruktionsvollholz | Polypropylen PP | Polyethylenfolie PE | Polystyrol PS | Messing-/Baubronzeblech | 2-Komponenten Klebstoff | Tiefgründung Vorgefertigter Betonpfahl,0.524238 | 0.519652 | 0.513723 | 0.513640 | 0.513141 | 0.506751 | 0.503333 | 0.503295 | 0.502725 | 0.502122
google-bert/bert-base-german-cased,reranked,BAAI/bge-reranker-v2-m3,3,Beton NPK F,Bohrpfahlbeton,Bohrpfahlbeton,1,Polyethylenvlies PE,0.516005,45,False,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,Polyethylenvlies PE | Polyethylenfolie PE | Konstruktionsvollholz | Polystyrol PS | Sperrholz Multiplex Phenol-Formaldehyd-gebunden Feuchtbereich | Tiefgründung Vorgefertigter Betonpfahl | Dichtungsbahn Polyolefin FPO | Dichtungsbahn bituminös | 2-Komponenten Klebstoff | Polystyrol expandiert EPS,0.516005 | 0.515031 | 0.513365 | 0.506291 | 0.504774 | 0.504354 | 0.504074 | 0.503559 | 0.502627 | 0.502130
google-bert/bert-base-german-cased,reranked,BAAI/bge-reranker-v2-m3,4,Magerbeton,Magerbeton,Magerbeton,1,Magerbeton,0.731020,1,True,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,Magerbeton | Glasfaserbeton | Backstein | Konstruktionsvollholz | Brettschichtholz | Tiefgründung Ortbetonbohrpfahl 1200 | Heissbitumen | Dichtungsbahn bituminös | Tiefgründung Ortbetonbohrpfahl 700 | Tiefgründung Ortbetonbohrpfahl 900,0.731020 | 0.509349 | 0.506710 | 0.503208 | 0.502575 | 0.501859 | 0.501787 | 0.501675 | 0.501574 | 0.501530
